CityName,Lat,Lon,StateName,StateCode,County,Density,Population
Cleveland,35.9934,-105.3706,New Mexico,NM,Mora,43.4,0
Arenas Valley,32.7765,-108.203,New Mexico,NM,Grant,109.1,0
Santa Fe,35.6619,-105.9819,New Mexico,NM,Santa Fe,619,110078
Cedar Crest,35.1114,-106.3802,New Mexico,NM,Bernalillo,144.6,0
Sedillo,35.0906,-106.2869,New Mexico,NM,Bernalillo,99,0
San Ysidro,35.5606,-106.7735,New Mexico,NM,Sandoval,32,197
Mount Dora,36.5195,-103.4891,New Mexico,NM,Union,0,0
Tyrone,32.7099,-108.3028,New Mexico,NM,Grant,468.5,0
Cruzville,33.8099,-108.6684,New Mexico,NM,Catron,6,0
Capitan,33.5393,-105.5983,New Mexico,NM,Lincoln,167,1413
Watrous,35.79,-104.9821,New Mexico,NM,Mora,80.9,0
Valencia,34.8053,-106.687,New Mexico,NM,Valencia,282.5,0
Cordova,36.0128,-105.8566,New Mexico,NM,Rio Arriba,137.2,0
Hope,32.8158,-104.7354,New Mexico,NM,Eddy,33,105
Loving,32.2867,-104.0972,New Mexico,NM,Eddy,452,1373
Belen,34.6804,-106.7876,New Mexico,NM,Valencia,330,7089
Chupadero,35.8144,-105.9198,New Mexico,NM,Santa Fe,176.2,0
North Acomita Village,35.0659,-107.5676,New Mexico,NM,Cibola,81.2,0
Hot Springs Landing,33.2047,-107.21,New Mexico,NM,Sierra,103.6,0
Newman,32.0034,-106.323,New Mexico,NM,Otero,8,0
Coyote,33.8126,-105.8236,New Mexico,NM,Lincoln,0,0
Cutter,33.0604,-107.0225,New Mexico,NM,Sierra,0.9,0
Tatum,33.2553,-103.3112,New Mexico,NM,Lea,197,811
Mesquite,32.167,-106.6885,New Mexico,NM,Doña Ana,712.9,0
Springer,36.3662,-104.5933,New Mexico,NM,Colfax,243,919
Dilia,35.1931,-105.0636,New Mexico,NM,Guadalupe,28.1,0
Quemado,34.3415,-108.5061,New Mexico,NM,Catron,182.9,0
Broncho,34.559,-106.1364,New Mexico,NM,Torrance,0.5,0
Gallina,36.2283,-106.8189,New Mexico,NM,Rio Arriba,38.7,0
Lucero,36.0164,-105.2283,New Mexico,NM,Mora,2.6,0
Crossroads,33.5123,-103.3397,New Mexico,NM,Lea,8.7,0
Adelino,34.7066,-106.7302,New Mexico,NM,Valencia,254.2,0
Black Rock,35.0833,-108.7978,New Mexico,NM,McKinley,762.1,0
La Union,31.9507,-106.6621,New Mexico,NM,Doña Ana,600.4,0
Oscura,33.4837,-106.0544,New Mexico,NM,Lincoln,3.3,0
Cameo,34.2876,-103.2233,New Mexico,NM,Roosevelt,0.2,0
Mentmore,35.5142,-108.8456,New Mexico,NM,McKinley,46.5,0
El Porvenir,35.6967,-105.3828,New Mexico,NM,San Miguel,202.9,0
La Puente,36.7,-106.6009,New Mexico,NM,Rio Arriba,5,0
Lanark,31.9701,-106.8164,New Mexico,NM,Doña Ana,0,0
Wheatland,34.9087,-103.3541,New Mexico,NM,Quay,0.2,0
Des Moines,36.7624,-103.8356,New Mexico,NM,Union,44,128
Datil,34.1424,-107.8425,New Mexico,NM,Catron,11.5,0
Contreras,34.3828,-106.8136,New Mexico,NM,Socorro,8.6,0
San Acacia,34.255,-106.9023,New Mexico,NM,Socorro,11.9,0
Caballo,32.9806,-107.3075,New Mexico,NM,Sierra,20.6,0
South Valley,35.0093,-106.6819,New Mexico,NM,Bernalillo,300.8,0
Milnesand,33.6429,-103.3397,New Mexico,NM,Roosevelt,0.1,0
Nutt,32.5729,-107.4495,New Mexico,NM,Luna,0,0
Williamsburg,33.1159,-107.2951,New Mexico,NM,Sierra,334,419
Lumberton,36.9328,-106.9353,New Mexico,NM,Rio Arriba,30.8,0
Abeytas,34.4652,-106.8137,New Mexico,NM,Socorro,34.1,0
Hayden,35.9684,-103.2716,New Mexico,NM,Union,4.6,0
Hobbs,32.7282,-103.16,New Mexico,NM,Lea,552,40614
Flora Vista,36.8056,-108.0856,New Mexico,NM,San Juan,279.3,0
Santa Rosa,34.936,-104.6769,New Mexico,NM,Guadalupe,209,2495
Elkins,33.6945,-104.055,New Mexico,NM,Chaves,3,0
Los Luceros,36.1151,-106.0371,New Mexico,NM,Rio Arriba,139,0
Santa Clara,32.7773,-108.154,New Mexico,NM,Grant,509,1800
Solano,35.8484,-104.0675,New Mexico,NM,Harding,3.5,0
Bibo,35.1807,-107.4178,New Mexico,NM,Cibola,14.1,0
Eunice,32.4425,-103.1917,New Mexico,NM,Lea,383,2856
Gila,32.9485,-108.5762,New Mexico,NM,Grant,29.6,0
North Valley,35.1736,-106.6231,New Mexico,NM,Bernalillo,672.2,0
Seama,35.0441,-107.5271,New Mexico,NM,Cibola,81.1,0
Costilla,36.9786,-105.5353,New Mexico,NM,Taos,49.9,0
Socorro,34.0543,-106.9066,New Mexico,NM,Socorro,225,8383
Berino,32.0689,-106.6219,New Mexico,NM,Doña Ana,996.1,0
Alto,33.3987,-105.6808,New Mexico,NM,Lincoln,44.2,0
Pinos Altos,32.8665,-108.2221,New Mexico,NM,Grant,146.1,0
Palomas,35.1284,-103.9177,New Mexico,NM,Quay,0,0
University Park,32.2767,-106.7463,New Mexico,NM,Doña Ana,2785.9,0
Corona,34.2501,-105.597,New Mexico,NM,Lincoln,60,160
Alamo,34.4184,-107.5125,New Mexico,NM,Socorro,19.3,0
Grande,36.6706,-103.7744,New Mexico,NM,Union,0,0
Caprock,33.3921,-103.7125,New Mexico,NM,Lea,0,0
Ensenada,36.7309,-106.5367,New Mexico,NM,Rio Arriba,34.3,0
Los Ojos,36.7361,-106.5669,New Mexico,NM,Rio Arriba,54.5,0
Alamogordo,32.8834,-105.9627,New Mexico,NM,Otero,562,32745
Continental Divide,35.425,-108.3153,New Mexico,NM,McKinley,2.7,0
Ojo Caliente,34.9167,-108.9684,New Mexico,NM,Cibola,0,0
Bloomfield,36.7398,-107.9733,New Mexico,NM,San Juan,163,9701
San Ildefonso Pueblo,35.8955,-106.1225,New Mexico,NM,Santa Fe,39.1,0
Hagerman,33.1145,-104.3283,New Mexico,NM,Chaves,345,1232
Kenna,33.8423,-103.7719,New Mexico,NM,Roosevelt,0.1,0
Cuyamungue,35.8648,-106.0096,New Mexico,NM,Santa Fe,96.8,0
Pueblo Pintado,35.9453,-107.6161,New Mexico,NM,McKinley,4.9,0
Jarales,34.6146,-106.7631,New Mexico,NM,Valencia,179.2,0
Onava,35.6967,-105.0944,New Mexico,NM,San Miguel,0.5,0
Maypens,32.3604,-103.1527,New Mexico,NM,Lea,0.7,0
Los Padillas,34.9692,-106.6959,New Mexico,NM,Bernalillo,332.5,0
Melrose,34.429,-103.6296,New Mexico,NM,Curry,145,639
Pajarito,34.9864,-106.6967,New Mexico,NM,Bernalillo,536.1,0
Nakaibito,35.7826,-108.8039,New Mexico,NM,McKinley,46.8,0
Ruidoso,33.364,-105.6443,New Mexico,NM,Lincoln,185,9269
Cuba,36.0146,-106.968,New Mexico,NM,Sandoval,88,748
Albuquerque,35.1053,-106.6464,New Mexico,NM,Bernalillo,1152,758523
Soham,35.4168,-105.4985,New Mexico,NM,San Miguel,119.9,0
Moriarty,35.0052,-106.046,New Mexico,NM,Torrance,126,1793
Royce,36.487,-103.3133,New Mexico,NM,Union,0,0
Clines Corners,35.0095,-105.6692,New Mexico,NM,Torrance,5.2,0
Acomita,35.0553,-107.5717,New Mexico,NM,Cibola,58.1,0
Rodey,32.6538,-107.1358,New Mexico,NM,Doña Ana,404.5,0
Monterey Park,34.7511,-106.653,New Mexico,NM,Valencia,326.6,0
San Jose,35.3955,-105.4759,New Mexico,NM,San Miguel,122.4,0
Las Palomas,33.0589,-107.2982,New Mexico,NM,Sierra,37.3,0
Rodeo,31.8396,-109.0265,New Mexico,NM,Hidalgo,56.4,0
Mescalero,33.1448,-105.7897,New Mexico,NM,Otero,29.5,0
Las Cruces,32.3265,-106.7893,New Mexico,NM,Doña Ana,510,133988
Cotton City,32.11,-108.8805,New Mexico,NM,Hidalgo,14.6,0
Nogal,33.5382,-105.7119,New Mexico,NM,Lincoln,4,0
Black River Village,32.2018,-104.253,New Mexico,NM,Eddy,1.9,0
Delphos,34.0754,-103.4925,New Mexico,NM,Roosevelt,0,0
Roy,35.9451,-104.1963,New Mexico,NM,Harding,43,231
Tohatchi,35.841,-108.7506,New Mexico,NM,McKinley,59.6,0
Bard,35.1287,-103.2458,New Mexico,NM,Quay,0.6,0
Hachita,31.9153,-108.3251,New Mexico,NM,Grant,21.7,0
San Marcial,33.7001,-106.9873,New Mexico,NM,Socorro,0,0
Alamillo,34.2519,-106.9158,New Mexico,NM,Socorro,24.5,0
Carthage,33.8834,-106.6595,New Mexico,NM,Socorro,0,0
Strauss,31.8643,-106.6989,New Mexico,NM,Doña Ana,0.1,0
Gage,32.2295,-108.0861,New Mexico,NM,Luna,12.4,0
San Pablo,32.2507,-106.7625,New Mexico,NM,Doña Ana,174.2,0
Torreon,34.7241,-106.3008,New Mexico,NM,Torrance,40.4,0
Chilili,34.8974,-106.2332,New Mexico,NM,Bernalillo,27,0
Taos,36.3868,-105.5802,New Mexico,NM,Taos,384,13571
North Hurley,32.7198,-108.1285,New Mexico,NM,Grant,121.8,0
Dayton,32.7315,-104.3852,New Mexico,NM,Eddy,2.7,0
Pie Town,34.34,-108.1708,New Mexico,NM,Catron,21.3,0
Weed,32.8025,-105.5248,New Mexico,NM,Otero,2.2,0
Carrizozo,33.6433,-105.8411,New Mexico,NM,Lincoln,43,936
Santa Cruz,35.9939,-106.036,New Mexico,NM,Santa Fe,1028.1,0
Nadine,32.6232,-103.1078,New Mexico,NM,Lea,29.9,0
Chili,36.1028,-106.1529,New Mexico,NM,Rio Arriba,117.5,0
Meadow Lake,34.8024,-106.5701,New Mexico,NM,Valencia,539.6,0
Yeso,34.4392,-104.61,New Mexico,NM,De Baca,3.2,0
El Duende,36.0738,-106.1269,New Mexico,NM,Rio Arriba,321.8,0
Artesia,32.8479,-104.4276,New Mexico,NM,Eddy,463,13464
Mills,36.0853,-104.2553,New Mexico,NM,Harding,0.1,0
Hurley,32.6982,-108.1321,New Mexico,NM,Grant,457,1210
Tularosa,33.0753,-106.0174,New Mexico,NM,Otero,401,2820
Separ,32.2009,-108.4223,New Mexico,NM,Grant,2.3,0
Taiban,34.4401,-104.0091,New Mexico,NM,De Baca,4.2,0
Tesuque Pueblo,35.809,-105.9752,New Mexico,NM,Santa Fe,137,0
Mesita,35.0133,-107.3296,New Mexico,NM,Cibola,145.6,0
Golden,35.2637,-106.223,New Mexico,NM,Santa Fe,6.3,0
Wilna,32.207,-108.2348,New Mexico,NM,Grant,0,0
House,34.6489,-103.904,New Mexico,NM,Quay,26,63
Bennett,32.0679,-103.211,New Mexico,NM,Lea,0.1,0
La Jara,36.1055,-106.9418,New Mexico,NM,Sandoval,7.9,0
Silver City,32.7783,-108.2699,New Mexico,NM,Grant,368,11882
Hebron,36.7386,-104.4658,New Mexico,NM,Colfax,0,0
Pleasanton,33.2758,-108.8792,New Mexico,NM,Catron,16.2,0
Mule Creek,33.122,-108.9562,New Mexico,NM,Grant,3.5,0
Sofia,36.4517,-103.8291,New Mexico,NM,Union,0.4,0
Embudo,36.2075,-105.9611,New Mexico,NM,Rio Arriba,1.8,0
White Sands,32.3836,-106.4928,New Mexico,NM,Doña Ana,325.3,0
Eldorado at Santa Fe,35.5273,-105.934,New Mexico,NM,Santa Fe,228.2,0
Amistad,35.9189,-103.1538,New Mexico,NM,Union,0.1,0
Carson,36.3645,-105.7653,New Mexico,NM,Taos,0.7,0
Gamerco,35.5722,-108.7654,New Mexico,NM,McKinley,865.6,0
Picuris Pueblo,36.1995,-105.7133,New Mexico,NM,Taos,57.8,0
San Luis,35.7009,-107.0431,New Mexico,NM,Sandoval,6.4,0
McAlister,34.6923,-103.7764,New Mexico,NM,Quay,0.9,0
Espanola,36.004,-106.0671,New Mexico,NM,Rio Arriba,500,25913
Hillsboro,32.9218,-107.5776,New Mexico,NM,Sierra,91,0
Fairacres,32.3047,-106.8366,New Mexico,NM,Doña Ana,87,0
Pueblitos,34.6109,-106.7817,New Mexico,NM,Valencia,211.3,0
Gallinas,34.1504,-105.6542,New Mexico,NM,Lincoln,0,0
Cochiti Lake,35.6478,-106.3425,New Mexico,NM,Sandoval,535.2,0
Sunshine,32.1344,-107.7838,New Mexico,NM,Luna,12.4,0
Ramon,34.2329,-104.9,New Mexico,NM,Lincoln,0,0
Pueblito,36.0727,-106.0811,New Mexico,NM,Rio Arriba,51.1,0
Glenwood,33.3188,-108.881,New Mexico,NM,Catron,27.5,0
Laguna,35.0504,-107.4071,New Mexico,NM,Cibola,35.3,0
Tijeras,35.0884,-106.3761,New Mexico,NM,Bernalillo,188,553
Monument,32.6243,-103.2776,New Mexico,NM,Lea,76.6,0
Manuelito,35.422,-108.994,New Mexico,NM,McKinley,9.3,0
Roswell,33.373,-104.5294,New Mexico,NM,Chaves,621,49119
Tres Piedras,36.647,-105.9672,New Mexico,NM,Taos,55.7,0
Carnero,34.6242,-105.3869,New Mexico,NM,Torrance,0,0
La Mesa,32.1244,-106.709,New Mexico,NM,Doña Ana,458.2,0
Canova,36.1649,-105.9857,New Mexico,NM,Rio Arriba,18.1,0
Cochiti,35.6105,-106.35,New Mexico,NM,Sandoval,267.7,0
Church Rock,35.5308,-108.6235,New Mexico,NM,McKinley,245.8,0
Friday,31.1082,-95.2622,Texas,TX,Trinity,2.5,0
Forest Glade,31.6307,-96.5219,Texas,TX,Limestone,83.9,0
Juilliard,35.3187,-101.8096,Texas,TX,Potter,32.4,0
Burnet,30.7478,-98.2392,Texas,TX,Burnet,226,5762
Dell City,31.9349,-105.1998,Texas,TX,Hudspeth,108,467
D'Hanis,29.3305,-99.2753,Texas,TX,Medina,275.1,0
Pleasant Hill,31.0033,-94.7936,Texas,TX,Polk,102.8,0
Roma-Los Saenz,26.416,-99.0056,Texas,TX,Starr,825,11425
Buenos,33.2993,-101.4876,Texas,TX,Garza,0,0
Bailey,33.4335,-96.1649,Texas,TX,Fannin,286,295
Leggett,30.818,-94.8705,Texas,TX,Polk,47.7,0
Annetta,32.6939,-97.6582,Texas,TX,Parker,317,3090
Taylor Landing,29.8641,-94.1348,Texas,TX,Jefferson,89,243
Liverpool,29.3016,-95.2745,Texas,TX,Brazoria,183,519
Hondo,29.3532,-99.1621,Texas,TX,Medina,369,6794
Monroe City,29.7849,-94.5852,Texas,TX,Chambers,3.5,0
Codman,35.64,-100.7535,Texas,TX,Roberts,0.5,0
Fashing,28.7925,-98.1397,Texas,TX,Atascosa,0.6,0
Encinal,28.041,-99.3546,Texas,TX,La Salle,524,587
Redland,32.3768,-95.4986,Texas,TX,Van Zandt,27.9,0
Dougherty,33.9417,-101.0865,Texas,TX,Floyd,11,0
Retreat,32.0507,-96.4787,Texas,TX,Navarro,29,379
Industry,29.9715,-96.4992,Texas,TX,Austin,118,326
Sublime,29.4789,-96.7975,Texas,TX,Lavaca,46.5,0
Pantego,32.7147,-97.154,Texas,TX,Tarrant,986,2543
Saturn,29.5988,-97.3436,Texas,TX,Gonzales,3.7,0
Loeb,30.1947,-94.193,Texas,TX,Hardin,308.2,0
Loma Grande Colonia,28.7221,-99.8327,Texas,TX,Zavala,103.8,0
Timberwood Park,29.699,-98.4829,Texas,TX,Bexar,685.8,0
Lautz,36.1873,-102.0318,Texas,TX,Sherman,0.2,0
Arnett,31.4452,-97.8914,Texas,TX,Coryell,2.3,0
Hemphill,31.3431,-93.8511,Texas,TX,Sabine,184,1210
Frisco,33.1553,-96.8218,Texas,TX,Collin,1010,177286
Onalaska,30.8209,-95.1111,Texas,TX,Polk,199,7832
Sandy,30.3608,-98.4695,Texas,TX,Blanco,1.9,0
Bayside,28.0966,-97.2109,Texas,TX,Refugio,125,329
Waco,31.5597,-97.1883,Texas,TX,McLennan,591,188448
Brundage,28.574,-99.67,Texas,TX,Dimmit,6.9,0
Eddy,31.2946,-97.2522,Texas,TX,McLennan,303.6,0
Lums Chapel,33.8326,-102.3277,Texas,TX,Lamb,4.2,0
Pampa,35.5479,-100.965,Texas,TX,Gray,748,17641
Lamar,28.1439,-96.9888,Texas,TX,Aransas,24.1,0
Horseshoe Bay,30.5404,-98.3804,Texas,TX,Llano,106,3556
Avery,33.5522,-94.7803,Texas,TX,Red River,182,450
Merkel,32.4698,-100.0111,Texas,TX,Taylor,358,2600
Sherman,33.6266,-96.6195,Texas,TX,Grayson,368,67354
Boise,35.2145,-102.8597,Texas,TX,Oldham,0,0
Rockland,31.0152,-94.3816,Texas,TX,Tyler,5.7,0
Clarendon,34.9366,-100.8918,Texas,TX,Donley,236,1780
Hamilton,31.6997,-98.1208,Texas,TX,Hamilton,334,2945
Olivarez,26.2285,-97.9931,Texas,TX,Hidalgo,425,0
Deport,33.5291,-95.3174,Texas,TX,Lamar,195,563
West Alto Bonito Colonia,26.3144,-98.6632,Texas,TX,Starr,1067.7,0
Spur,33.4702,-100.8557,Texas,TX,Dickens,289,1203
Cedar Hill,32.5809,-96.9592,Texas,TX,Dallas,524,48710
Study Butte,29.3351,-103.5421,Texas,TX,Brewster,0.5,0
Pine Springs,31.8926,-104.8155,Texas,TX,Culberson,0.5,0
Hankamer,29.8583,-94.6269,Texas,TX,Chambers,26.3,0
Ben Wheeler,32.446,-95.7039,Texas,TX,Van Zandt,70.2,0
Trent,32.4884,-100.1233,Texas,TX,Taylor,325,340
Purley,33.0912,-95.2622,Texas,TX,Franklin,6.4,0
Stinnett,35.8231,-101.4436,Texas,TX,Hutchinson,352,1813
Plata,29.8763,-104.0177,Texas,TX,Presidio,0.1,0
Zita,35.1314,-101.8544,Texas,TX,Randall,0,0
Corrigan,30.9988,-94.8274,Texas,TX,Polk,266,1582
Bigfoot,29.0619,-98.8522,Texas,TX,Frio,52.3,0
Round Top,30.064,-96.6959,Texas,TX,Fayette,36,91
Ella,27.4736,-98.1058,Texas,TX,Jim Wells,0,0
Dexter,33.8187,-96.9636,Texas,TX,Cooke,6,0
Petty,33.6026,-95.81,Texas,TX,Lamar,91.1,0
Normangee,31.03,-96.1161,Texas,TX,Leon,241,698
Elbert,33.2748,-99.0021,Texas,TX,Throckmorton,3.1,0
Salt Gap,31.3038,-99.5992,Texas,TX,McCulloch,0.9,0
Pasadena,29.6584,-95.1499,Texas,TX,Harris,1358,153520
Hockley,30.0269,-95.8444,Texas,TX,Harris,77.2,0
Center City,31.4704,-98.4089,Texas,TX,Mills,5.8,0
Woodway,31.4988,-97.2314,Texas,TX,McLennan,519,8825
Brazos Bend,32.4752,-97.7611,Texas,TX,Hood,214,339
Star,31.4685,-98.3161,Texas,TX,Mills,34.9,0
Danbury,29.2274,-95.3462,Texas,TX,Brazoria,704,1769
Ranger,32.4693,-98.6751,Texas,TX,Eastland,135,2456
Dinero,28.2264,-97.9617,Texas,TX,Live Oak,4.8,0
Vernon,34.148,-99.3,Texas,TX,Wilbarger,505,9941
Cresson,32.5298,-97.6155,Texas,TX,Hood,29,875
Gentry,35.2962,-101.9924,Texas,TX,Potter,0.2,0
Romayor,30.4513,-94.8433,Texas,TX,Liberty,64.2,0
Carbon,32.2685,-98.8272,Texas,TX,Eastland,102,271
Nopal,30.2882,-103.9266,Texas,TX,Presidio,0,0
Sweet Home,29.3452,-97.0717,Texas,TX,Lavaca,64.9,0
Mount Enterprise,31.9113,-94.6826,Texas,TX,Rusk,114,440
Christine,28.7861,-98.4978,Texas,TX,Atascosa,93,415
Masterson,35.6359,-101.9602,Texas,TX,Moore,0,0
El Refugio,26.3406,-98.7589,Texas,TX,Starr,134.8,0
Fort Griffin,32.9321,-99.2301,Texas,TX,Shackelford,0.8,0
Rule,33.182,-99.8932,Texas,TX,Haskell,341,616
Bozar,31.5168,-98.597,Texas,TX,Mills,1.2,0
Crowley,32.578,-97.3584,Texas,TX,Tarrant,819,15389
Pyote,31.5381,-103.1225,Texas,TX,Ward,36,122
Hills Prairie,30.0516,-97.2919,Texas,TX,Bastrop,2.8,0
La Rosita,26.402,-98.9326,Texas,TX,Starr,221.6,0
Gageby,35.6198,-100.3401,Texas,TX,Wheeler,1.1,0
Roaring Springs,33.8992,-100.8561,Texas,TX,Motley,86,239
Old Glory,33.1298,-100.0559,Texas,TX,Stonewall,36.2,0
Batesville,28.9551,-99.6237,Texas,TX,Zavala,243.4,0
Benavides,27.5982,-98.4095,Texas,TX,Duval,275,1285
Oak Ridge,32.6489,-96.2598,Texas,TX,Kaufman,77,619
Cistern,29.8158,-97.2186,Texas,TX,Fayette,7.7,0
Bunker Hill Village,29.7647,-95.5317,Texas,TX,Harris,1064,3974
Centerville,31.258,-95.9797,Texas,TX,Leon,204,899
Kosse,31.307,-96.6293,Texas,TX,Limestone,139,466
Briar,32.9884,-97.5528,Texas,TX,Wise,86.5,0
Florence Hill,32.6732,-97.0153,Texas,TX,Dallas,2912.7,0
Bruni,27.4282,-98.8322,Texas,TX,Webb,408.7,0
Denver City,32.968,-102.8318,Texas,TX,Yoakum,745,5369
Bay City,28.9816,-95.9603,Texas,TX,Matagorda,771,18653
Benoit,31.7829,-99.829,Texas,TX,Runnels,2.5,0
Tankersley,31.3496,-100.6434,Texas,TX,Tom Green,5.6,0
Hilltop Colonia,26.404,-98.9207,Texas,TX,Starr,221.6,0
Irving,32.8584,-96.9702,Texas,TX,Dallas,1384,240373
Paint Rock,31.51,-99.9253,Texas,TX,Concho,68,293
Falcon,26.6381,-99.0956,Texas,TX,Zapata,262.6,0
Hoskins,29.1341,-95.2344,Texas,TX,Brazoria,0,0
Coppell,32.9639,-96.9907,Texas,TX,Dallas,1121,41941
Lucas,33.095,-96.5792,Texas,TX,Collin,200,7483
Spring Hill,32.5629,-94.8022,Texas,TX,Gregg,728.8,0
Arroyo Gardens,26.2052,-97.5021,Texas,TX,Cameron,22.9,0
Meadows Place,29.6513,-95.5873,Texas,TX,Fort Bend,1903,4621
Marlin,31.3085,-96.8934,Texas,TX,Falls,487,5571
Brashear,33.1187,-95.7336,Texas,TX,Hopkins,136.5,0
Carlos,30.5946,-96.078,Texas,TX,Grimes,18.3,0
Stanfield,33.9693,-97.9998,Texas,TX,Clay,0.4,0
Lefors,35.4396,-100.8039,Texas,TX,Gray,487,492
Maxwell,29.8811,-97.7933,Texas,TX,Caldwell,219.7,0
Cameron Park,25.9705,-97.4775,Texas,TX,Cameron,2494.2,0
Sterling City,31.8392,-100.986,Texas,TX,Sterling,391,993
El Campo,29.1989,-96.2751,Texas,TX,Wharton,525,11870
Haskell,33.1597,-99.732,Texas,TX,Haskell,345,2992
Silver Valley,31.9565,-99.5462,Texas,TX,Coleman,17.8,0
Groesbeck,31.5258,-96.5284,Texas,TX,Limestone,384,3938
Irene,31.9921,-96.8714,Texas,TX,Hill,24.4,0
Pinehurst,30.1087,-93.7705,Texas,TX,Orange,468,2073
Zapata,26.9027,-99.2612,Texas,TX,Zapata,480.6,0
Point Comfort,28.6715,-96.5589,Texas,TX,Calhoun,206,704
Blum,32.1419,-97.3972,Texas,TX,Hill,178,457
Arlington,32.6998,-97.125,Texas,TX,Tarrant,1597,396394
Montgomery,30.3917,-95.6965,Texas,TX,Montgomery,79,970
Newark,33.0049,-97.4855,Texas,TX,Wise,501,1161
West Odessa,31.8388,-102.4996,Texas,TX,Ector,621.9,0
Nazareth,34.5416,-102.1021,Texas,TX,Castro,323,304
Bellville,29.9472,-96.2597,Texas,TX,Austin,615,4137
Exum,36.027,-102.1944,Texas,TX,Hartley,0,0
McNair,29.8041,-95.0216,Texas,TX,Harris,755.2,0
Addison,32.9587,-96.8356,Texas,TX,Dallas,1363,15458
Abbott,31.887,-97.08,Texas,TX,Hill,237,363
Woodsboro,28.2379,-97.3255,Texas,TX,Refugio,744,1459
Montague,33.6653,-97.721,Texas,TX,Montague,282.6,0
Wolfe City,33.3687,-96.072,Texas,TX,Hunt,495,1442
Jonesboro,31.6146,-97.8767,Texas,TX,Coryell,48.6,0
Placid,31.3254,-99.1845,Texas,TX,McCulloch,13.1,0
Wilcox,30.446,-96.3794,Texas,TX,Burleson,0.5,0
Texline,36.3765,-103.0189,Texas,TX,Dallam,201,529
Aloe,28.7667,-97.0761,Texas,TX,Victoria,44.2,0
Martinsville,31.6427,-94.4141,Texas,TX,Nacogdoches,9.3,0
Whitharral,33.7376,-102.3271,Texas,TX,Hockley,159.7,0
Peden,32.9526,-97.5339,Texas,TX,Tarrant,131.1,0
Boydston,35.1828,-101.0085,Texas,TX,Gray,0.5,0
Brazos Country,29.7547,-96.0424,Texas,TX,Austin,89,481
Mexia,31.6809,-96.4833,Texas,TX,Limestone,396,6838
Boling,29.2584,-95.9436,Texas,TX,Wharton,265.8,0
Cuevitas,26.2585,-98.5787,Texas,TX,Hidalgo,144.8,0
Balcones Heights,29.4899,-98.5502,Texas,TX,Bexar,2003,3277
Pharr,26.1686,-98.1904,Texas,TX,Hidalgo,1301,79487
Fort Worth,32.7814,-97.3473,Texas,TX,Tarrant,978,874168
Milam,31.4541,-93.7979,Texas,TX,Sabine,6.1,0
Morita,32.1846,-101.6337,Texas,TX,Howard,0,0
Balmorhea,30.984,-103.7438,Texas,TX,Reeves,548,550
White Oak,32.5313,-94.8564,Texas,TX,Gregg,269,6352
Mabelle,33.6701,-99.1392,Texas,TX,Baylor,0.1,0
Rainbow,32.2654,-97.7142,Texas,TX,Somervell,86.1,0
Grayburg,30.121,-94.4113,Texas,TX,Hardin,128,0
Tamina,30.1785,-95.4416,Texas,TX,Montgomery,101.2,0
Floresville,29.14,-98.163,Texas,TX,Wilson,473,7126
Silverton,34.4714,-101.3041,Texas,TX,Briscoe,261,680
Sparks,31.6727,-106.2399,Texas,TX,El Paso,2100.4,0
Magnolia Springs,30.7355,-94.0266,Texas,TX,Jasper,20.5,0
Granbury,32.4483,-97.7685,Texas,TX,Hood,287,35138
Sagerton,33.077,-99.9557,Texas,TX,Haskell,5.8,0
Beasley,29.4946,-95.9146,Texas,TX,Fort Bend,239,663
Goldsmith,31.9832,-102.6163,Texas,TX,Ector,321,270
Fairchilds,29.4398,-95.7777,Texas,TX,Fort Bend,220,1135
Nacogdoches,31.6135,-94.6528,Texas,TX,Nacogdoches,470,35192
Aubrey,33.29,-96.9646,Texas,TX,Denton,488,5407
Wickett,31.5673,-103.0059,Texas,TX,Ward,287,524
Chancellor,30.6927,-103.1741,Texas,TX,Pecos,0,0
Kellerville,35.3717,-100.5029,Texas,TX,Wheeler,0,0
Santa Anna,31.7369,-99.3254,Texas,TX,Coleman,202,1044
Lakewood Heights,28.1028,-97.861,Texas,TX,San Patricio,308,305
Gun Barrel City,32.3277,-96.1286,Texas,TX,Henderson,376,16013
Parmerton,34.5798,-102.8024,Texas,TX,Parmer,0,0
Stockman,31.7793,-94.4066,Texas,TX,Shelby,21.2,0
Carrizo Hill,28.5032,-99.8294,Texas,TX,Dimmit,441.1,0
India,32.5251,-96.6161,Texas,TX,Ellis,28.7,0
Enochs,33.8731,-102.7599,Texas,TX,Bailey,9.9,0
Brookston,33.6232,-95.6994,Texas,TX,Lamar,13.3,0
Bynum,31.9689,-97.003,Texas,TX,Hill,579,201
Primera,26.2237,-97.7529,Texas,TX,Cameron,675,4843
Cotulla,28.4364,-99.2367,Texas,TX,La Salle,802,4284
Brenham,30.1585,-96.3962,Texas,TX,Washington,510,16913
Morton Valley,32.4712,-98.8167,Texas,TX,Eastland,3.3,0
Nixon,29.2698,-97.7658,Texas,TX,Gonzales,615,2490
Rosenberg,29.544,-95.8199,Texas,TX,Fort Bend,439,37661
Plaska,34.6059,-100.6468,Texas,TX,Hall,0,0
Vidor,30.1291,-93.9967,Texas,TX,Orange,348,10854
Buna,30.4458,-93.9625,Texas,TX,Jasper,200.5,0
