Name, Longitude, Latitude
Tulcumbah Creek,150.31667,-30.9
Tula,145.6,-17.31667
Tugun,153.5,-28.15
Tugrabakh,151.98333,-31.96667
Tuglow River,149.98333,-33.98333
Tuglow,149.95,-33.95
Tuggolo Creek,151.66667,-31.61667
Tuggeranong Hill,149.11667,-35.45
Tuggeranong Creek,149.05,-35.41667
Tuggeranong,149.15,-35.43333
Tuggeranong,149.11667,-35.43333
Tuggerah Lake,151.5,-33.3
Tuggerah Beach,151.53461,-33.3152
Tuggerah,151.41667,-33.31667
Tuft Rock,142.08333,-10.33333
Tuffwood,150.13333,-35.91667
Tuesday Islets,142.34561,-10.55174
Tuerong Park,145.06667,-38.28333
Tuen Creek,145.71667,-28.56667
Tuena Creek,149.31667,-33.96667
Tuena,149.33333,-34.03333
Tuen,145.71667,-28.56667
Tueloga,143.61667,-35.13333
Tudibaring Head,151.45,-33.48333
Tuckurimba,153.31667,-28.96667
Tucklan Creek,149.28333,-32.05
Tucklan,149.4,-32.13333
Tucki Creek,153.38333,-28.95
Tucki,153.31667,-28.93333
Tuckers Range,146.58333,-20.05
Tuckers Nob,152.85,-30.35
Tuckers Hill,142.93333,-37.16667
Tuckers Creek,151.61667,-32.58333
Tucker Point,142.14611,-10.5675
Tucker Creek,147.46667,-41
Tucker Creek,150.9,-34.08333
Tuckean Swamp,153.4,-28.93333
Tuckean Island,153.3679,-28.9485
Mount Tuchekoi,152.75,-26.4
Mount Tucabin,153.26667,-29.58333
Tucabia,153.10432,-29.66356
Tubbul Road,147.93333,-34.25
Tubbul,147.98333,-34.26667
Tubbo,146.08333,-34.63333
Tubbamurra,151.76667,-30.11667
Tualka Creek,149.7,-25.13333
Tualka,149.78333,-25.28333
Tuaburra Creek,144.78333,-22.95
Trywork Point,147.41667,-42.93333
Tryphinia,149.51667,-23.68333
Tryon Island,151.77841,-23.24748
Trutes Bay,153.5179,-28.2152
Trunk Reef,146.83333,-18.35
Trunk Lead,143.75,-37.56667
Trunkiana Tank,144.66667,-26.21667
Trunkiana Creek,144.65,-25.95
Trunkey Creek,149.3,-33.9
Trunkey Creek,149.33333,-33.81667
Trungley Hall,147.56667,-34.31667
Trundle,147.71054,-32.92482
Trumpeters Bore,149.21667,-25.4
Trumpeter Creek,149.31667,-25.45
Trumpeter Bay,147.39,-43.15
Truganina,144.75,-37.81667
Trueman,148.65,-21.13333
Trowutta Station,145.06667,-40.98333
Trowutta,145.06667,-41.01667
Trout Creek,147.33333,-41.35
Trousers Point,148.01667,-40.21667
Trough Lagoon,142.4,-13.8
Trough Creek,140.8,-20.53333
Trotter Creek,143.11667,-24.01667
Troopers Gully,147.18333,-25.56667
Troopers Bluff,146.9,-24.21667
Trooper Lagoon,142.15,-24.23333
Cap des Tombeaux,148.11556,-42.66667
Trollops Reach,151.01667,-33.4
Trochus Island,142.63028,-10.92199
Trivalore Bore,142.58333,-20.26667
Trivalore,142.56667,-20.26667
Triumph Creek,148.51667,-23.8
Triton Creek,143.41667,-22.13333
Triplet Rocks,148.58333,-20.8
Trinity Opening,145.9,-16.58333
Trinity Inlet,145.8,-16.95
Trinity Creek,152.01667,-26.05
Trinity Beach,145.69682,-16.78876
Trinity Bay,145.58333,-16.5
Mount Trinidad,151.95,-31.15
Trinidad,148.83333,-26.88333
Tringilburra Creek,145.86667,-17.11667
Tringadee,144.96667,-29.91667
Trimenbah,149.36667,-28.41667
Triholm,145.83333,-38.31667
Trihi Lagoon,140.62718,-37.53155
Trigalong Tank,147.56667,-34.48333
Trident Dam,147.11667,-25.3
Trident Creek,147.11667,-25.26667
Trida,145.96667,-38.31667
Trida,145.01667,-33.01667
Trida,144.98333,-33
Tricketty Gap,150.76667,-29.21667
Tricketty Creek,150.75,-29.13333
Tributary Creek,150.8,-26.36667
Tribune Creek,142.25,-15.85
Cape Tribulation,145.46036,-16.09959
Triangular Islands,150.51667,-22.38333
Triangle Well,142.88333,-22.88333
Triangle Island,151.1512,-33.4568
Triangle Island,149.11198,-20.48889
Triangle Hill,140.21667,-31.98333
Triangle Flat,149.5,-33.75
Triangle Creek,149.55,-33.75
Triangle Cliff,153.18333,-25.05
Triangle Bore,144.51667,-24.51667
Trianbil Creek,149.23333,-32.83333
Trianbil,149.3,-32.88333
Triamble Trianbil,149.3,-32.88333
Trial Harbour,145.15,-41.93333
Trial Bay Creek,152.81667,-31
Trial Bay,147.25,-43.13
Trial Bay,153.05119,-30.8818
Triabunna,147.91356,-42.50184
Trewilga,148.21667,-32.78333
Trewalla Siding,147.61667,-41.18333
Trewalla,141.51667,-38.35
Trevethan Creek,150.88333,-25.06667
Trevethan Creek,145.18333,-15.6
Treverton Creek,151.33333,-28.51667
Trestle Mountain,147.12,-42.88
Tresswell,147.6,-24.23333
Tressingfield,151.6,-32.65
Tresillian,146.63333,-23.35
Tresco,143.65,-35.51667
Trentwell,145.31667,-37.85
Trenton Bore,142.35,-19.25
Trenton,151.18333,-33.3
Trentham East,144.38333,-37.38333
Trentham,144.32164,-37.38876
Trenah,147.7,-41.3
Tremont,145.33333,-37.9
Tremaynes,149.15,-26.45
Tremains Waterhole,140.21667,-36.13333
Tregrosse Islets,150.71667,-17.68333
Tregoning Tank,147.15,-26.63333
Tregoning Creek,147.31667,-26.78333
Tregoning Bore,147.05,-26.68333
Tregoning,147.13333,-26.61667
Tregeagle,153.36667,-28.85
Mount Tregaskis,145.46667,-19.28333
Trefoil Island,144.67999,-40.63
Tree Island,142.59706,-10.70432
Tree Island,142.06972,-10.07111
Treefern Creek,148.63333,-21.08333
Tree Creek,147.56667,-35.38333
Trebonne Creek,146.25,-18.68333
Trebonne,146.07922,-18.62535
Treble Island,149.82628,-21.60181
Treat Reef,143.6,-13.33333
Treasury Gardens,144.98333,-37.81667
Treachery Head,152.51667,-32.45
Traynors Lagoon,143,-36.58333
Traynors Creek,152.2,-32.4
Trawool,145.21667,-37.1
Trawalla Creek,143.46667,-37.41667
Trawalla,143.46667,-37.43333
Trawalla,148.41667,-26.78333
Traviston,152.61667,-25.18333
Traveston,152.78333,-26.31667
Travers Island,142.36302,-10.36756
Traverse Creek,141.51667,-21.73333
Travers Creek,145.9,-20.35
Mount Travers,148.53334,-21.76667
Travellers Swamp,141.56667,-16.16667
Travellers Rest River,146.23333,-42.13333
Travellers Rest Lake,146.22,-42.04
Travellers Lake,142.0012,-33.2652
Traveller Range,146.23333,-42.06667
Traralgon South,146.55,-38.26667
Traralgon Park,146.53333,-38.18333
Traralgon Creek,146.51667,-38.16667
Traralgon,146.5415,-38.19528
Trapyard Creek,152,-32.23333
Mount Trapyard,151.08192,-28.12508
Trap Trap Creek,151.13333,-25.58333
Trangie,147.98344,-32.03147
Tranby,142.38333,-22.66667
Tramrail Gully,148.91667,-20.91667
Trammel Bay,148.8175,-20.3375
Tralee Creek,146.01667,-24.58333
Tralee,146.11667,-24.53333
Tralee,143.38333,-20.86667
Trajere,148.38333,-33.48333
Tragowel,143.98333,-35.85
Tragedy Mill Bore,140.16667,-21.08333
Trafalgar West,146.11667,-38.21667
Trafalgar South,146.15,-38.26667
Trafalgar East,146.18333,-38.18333
Mount Trafalgar,145.91667,-20.48333
Trafalgar,146.15347,-38.20906
Trafalgar,146,-20.43333
Tracker Lagoon,149.45,-27.91667
Mount Tracey,140.76667,-21.4
Trace Chain Creek,147.65,-25.53333
Tozers Gap,143.2,-12.75
Tozer Range,143.21667,-12.78333
Tozer Creek,142.4,-24.9
Mount Tozer,143.21667,-12.75
Mount Towt,145.69125,-38.01708
Towri,143.23334,-20.38333
Towrang,149.85,-34.7
Towradgi Creek,150.9,-34.38333
Towong Upper,148.03333,-36.21667
Towong,147.98333,-36.13333
Townsville Harbour,146.83333,-19.25
Townsville,146.8057,-19.26639
Townson,152.36667,-27.88333
Townshend Island,150.50778,-22.28028
Cape Townshend,150.5,-22.2
Townsends Point,146.26667,-38.81667
Townsend Gap,145.56667,-17.01667
Mount Townsend,148.2587,-36.42266
Town Reach,153.03333,-27.46667
Townley Creek,143.33333,-18.7
Town Hall Station,151.20677,-33.87391
Towneys Creek,149.38333,-35.76667
Towner Bore,145.95,-24.83333
Townday Swamp,148.73333,-29.11667
Town Bore,148.58333,-28.05
Town Beach,149.2,-21.15
Towlers Bay,151.28461,-33.6235
The Towers Lagoon,147.55,-23.68333
Towers Creek,141.43333,-22.81667
Tower Rivulet,147.91667,-41.65
Tower Point,150.31667,-21.66667
Tower Mountain,150.1,-33.18333
Towerhill Creek,144.65,-22.48333
Tower Hill,142.35,-38.33333
Tower Hill,147.81667,-41.55
Tower Hill,146.6,-35.76667
Tower Hill,144.6,-22.05
Toweran Creek,151.71667,-24.73333
The Tower,149.11667,-22.06667
Tower,151.7,-24.71667
Towel Creek,151.28333,-29.11667
Towealgra,149.33333,-31.93333
Mount Towarri,150.61667,-31.85
Towarra Bore,148.51667,-26.68333
Towarra,147.06667,-35.13333
Towaninnie,143.35,-35.91667
Towan,143.23333,-35.11667
Towamba River,149.9,-37.1
Towamba,149.68333,-37.08333
Towalbyn,153.48333,-28.86667
Mount Touwouwan,150.1846,-32.8152
Cape Toutcher,158.83333,-54.66667
Mount Toussaint,147.81667,-20.5
Cape Tourville,148.34556,-42.12
Tourello,143.78333,-37.35
Tourac,142.9,-38.03333
Toukley,151.53841,-33.26367
Mount Touga,150.1,-34.9
Toubouree Lake,150.41789,-35.4152
Tottington,143.11667,-36.78333
Tottenham,144.86667,-37.78333
Tottenham,147.35593,-32.24314
Totnes Bore,144.41667,-23.76667
Tostaree,148.16667,-37.75
Toshs Wongy,148.61667,-31.25
Torwood,147.55,-26.58333
Torver Valley,144.13333,-20.68333
Tortoise Lagoon,153.46667,-27.51667
Tortoise Head,145.26667,-38.41667
Torsdale,150.4,-24.51667
Torryburn,151.21667,-30.45
Mount Torry,142.48334,-22.51667
Torrumbarry,144.55,-36.03333
Torrowangee,141.48333,-31.46667
Torrita,141.93333,-35.15
Torrington,151.7,-29.31667
Torres Strait Islands,142.25,-10.5
Torres Park,147.16667,-25.13333
Torres Creek,147.11667,-25.18333
Torrens River,152.85,-31.33333
Torrens Creek Bore,145.33333,-21.68333
Torrens Creek,145.15,-22.36667
Torrens Creek,145.01667,-20.76667
Mount Torrance,151.7,-32.63333
Mount Torrance,144.51667,-28.51667
Torquay,144.32638,-38.33085
Torquay,152.86667,-25.28333
Torquay,143.56667,-20.71667
Toronto Park,143.21668,-20.68333
Toronto,151.6,-33
Tornwood,145.33333,-37.83333
Tornado Rocks,149.61667,-22.01667
Torilla Hill,150.05,-22.38333
Torilla,150.05,-22.46667
Tori Lake,143.7012,-34.3485
Tor Gabriel,147.5,-20.63333
Tor Downs,142.05,-32.96667
Torch Shoal,149.53333,-21.7
Mount Torbreck,145.93986,-37.35708
Torbanlea,152.59383,-25.34533
Torbane,149.98333,-33.1
Toragy Point,150.16667,-35.91667
The Tor,146.9,-21.03333
Mount Tor,145.89,-41.43
Topwee Waterhole,140.3,-28.51667
Topsy Creek,140.78333,-19.33333
Topsy Creek,141.48333,-15.48333
Topsmiths Dam,143.35,-22.5
Top Shed Bore,145.23333,-21.65
Toprain Hill,148.73333,-24.08333
Top Patricia Park,144.73333,-25.75
Top New Bore,146.56667,-21.58333
Top Merah Bore,146.71667,-25.4
Top Marsh,146.53333,-42.11667
Top Lily Bore,142.88333,-20.4
Top Knot Hill,147.75,-22.88333
Topi Topi,152.38333,-32.36667
Topiram,145.81667,-38.28333
Top Hut Creek,144.58333,-23.56667
Top Horse Bore,142.48333,-22.23333
Top Hanns Bore,144.43333,-21.95
Top Gin Bore,146.33333,-24.81667
Top Creek,148.5,-34.23333
Top Creek,152.15,-30.78333
Top Creek,145.91667,-25.56667
Top Creek,147,-24.25
Top Corella Well,140.33333,-20.5
Top Boundary Bore,144.81667,-23.8
Top Bore,146.03333,-24.98333
Topaz Creek,148.05,-26.9
Topaz,145.71667,-17.41667
Top Atherton Bore,145.4,-21.6
Topar,141.98333,-31.88333
Tooyal North,147.18333,-34.96667
Toowoon Bay,151.5012,-33.3652
Toowoomba,151.95386,-27.56056
Toowong Hill,151.96667,-24.36667
Toowong,152.98333,-27.48333
Tooway Creek,153.13333,-26.78333
Tootool,146.98333,-35.25
Tootie Creek,150.65,-33.38333
Toothdale,149.75,-36.8
Mount Tooth,148.39999,-21.1
Toorourrong Reservoir,145.15,-37.46667
Lake Toorootoorannie,140.25,-26.8
Toorongo River,146.03333,-37.91667
Tooronga,145.05,-37.85
Toorina Creek,144.83333,-24.5
Toorbul Point,153.13333,-27.08333
Toorbul,153.09825,-27.03221
Tooraweenah Tank,148.4,-31.45
Tooraweenah,148.9,-31.43333
Toorapa Well,142.65,-22.81667
Toorale,145.36667,-30.28333
Toorak Trust Bore,141.9,-20.96667
Toorak Dam,141.76667,-21.03333
Toorak,153.05,-27.43333
Toorak,141.8,-21.03333
Toorak,145.01438,-37.84165
Tooradin Station,145.38333,-38.18333
Tooradin,145.38326,-38.21475
Toora,146.32787,-38.66287
Toonumbar,152.76667,-28.58333
Lake Toontoowaranie,140.17944,-27.09315
Toonpan,146.83333,-19.5
Toonka Creek,140.78333,-25.16667
Toonginbooka River,148.43333,-37.08333
Toongi,148.6,-32.45
Toongana Bore,143.8,-22.38333
Toongabbie West,150.93333,-33.78333
Toongabbie Creek,146.65,-38.08333
Toongabbie,146.61667,-38.05
Toongabbie,150.95,-33.78333
Toondoonnananigy Creek,151.56667,-25.73333
Toondoocoopanie Sandhill,140.43333,-26.11667
Toondahra Creek,151.36667,-25.85
Toondah Harbour,153.28333,-27.53333
Toonda,150.73333,-23.68333
Toonboro Mountain,151.68333,-24.75
Toona House,141.6,-29.01667
Toomuc Creek,145.45,-38.16667
Tooms Lake,147.78,-42.23
Mount Tooms,147.88,-42.21
Toompine,144.36667,-27.21667
Toomloom Rivulet,152.53333,-28.78333
Toomeys Creek,146.03333,-38.43333
Toombullup,146.21667,-36.86667
Toombilla Creek,150.25,-27.71667
Toomba Lake,145.58333,-20.01667
Toomba,145.58333,-19.96667
Lake Toomaroo,144.2,-27.98333
Tooma River,148,-36.06667
Tooma,148.06667,-35.96667
Tooloonook,146.6,-38.55
Tooloon,148.2,-31.03333
Tooloon,146.16667,-26.66667
Tooloom Creek,152.38333,-28.68333
Tooloombilla,148.03333,-25.86667
Tooloombah Gap,149.56667,-22.88333
Tooloombah Creek,149.61667,-22.7
Tooloom,152.41667,-28.61667
Toolooa,151.28333,-23.93333
Toolong Creek,145.71667,-25.36667
Toolondo,141.93333,-36.98333
Tooloche Waterhole,140.41667,-28.35
Toolmarree Creek,146.21667,-25.15
Toolleen,144.7,-36.71667
Lake Tooliorook,143.26667,-37.98333
Toolinbar Creek,150.38333,-29.53333
Toolijooa Station,150.78333,-34.76667
Tooleybuc,143.33884,-35.02883
Tooles Creek Tank,147.53333,-35.28333
Toolern Vale,144.6,-37.6
Toole Creek,140.75,-20.85
Toolebuck Gap,141.2,-22.31667
Toolebuc,140.86667,-22.2
Toolburra,151.96667,-28.16667
Toolangi,145.46667,-37.53333
Toolamba West,145.28333,-36.43333
Toolamba,145.35,-36.5
Tookayerta,140.53333,-34.5
Lake Tooim,143.71667,-35.26667
Toogoom,152.69025,-25.25637
Toogoolawah,152.37636,-27.08661
Toogong,148.63333,-33.33333
Toogimbie Tank,144.3,-34.65
Mount Toogarlan,149.26667,-31.75
Toobys Gully,151.36667,-33.31667
Tooborac,144.83333,-37.05
Mount Toobier,149.28333,-22
Toobeah,149.88333,-28.4
Toobanna,146.15,-18.7
Tooan East,141.83333,-36.8
Tooan,141.78333,-36.8
Tonys Island,153.55119,-28.2152
Tony Creek,153.23333,-28.11667
Tonimbuc,145.73333,-38.01667
Tongy,147.25,-27.33333
Tongue Spit,151.58333,-24
Tongue Reef,145.8,-16.33333
Tongue Point,146.25,-39
Tongue Point,149.03333,-20.23333
Tongowoko Tank,142.55,-29.25
Tongo Lake,143.76667,-30.43333
Tongo,143.75,-30.5
Tongio West,147.63333,-37.25
Mount Tongio,147.86667,-37.25
Tongio,147.73333,-37.18333
Tonghong Mountain,149.93333,-32.71667
Tonghi Creek,149.1,-37.63333
Tongarra Falls,150.66667,-34.58333
Tongarra Creek,150.68333,-34.56667
Tongarra,150.68333,-34.58333
Tongaroo River,148.45,-36.75
Tonga Range,148.73333,-20.75
Tonganah,147.58333,-41.18333
Tongala East,144.98333,-36.25
Tongala,144.95622,-36.25466
Tonga Mountain,148.71666,-20.75
Tonduron Mountain,149,-31.38333
Tondarra,147.53333,-20.15
Tonambil,148.23333,-33.46667
Tonalli Creek,150.35,-34.13333
Tom Uglys Point,151.11667,-34
Tom Thumb Lagoon,150.8929,-34.4652
Toms Lake Tank,144.78333,-33.61667
Toms Lake,144.76667,-33.71667
Toms Hill,152.3,-32.43333
Toms Gully,151.36667,-30.5
Toms Gully,147.98333,-20.18333
Toms Creek,147.46667,-38.03333
Toms Creek,152.43333,-31.61667
Toms Creek,150.93333,-24.08333
Toms Cap,146.79124,-38.32403
Toms Bore,145.43333,-21.63333
Tom O?Rourkes Peak,148.61667,-35.65
Tomoo Creek,147.26667,-27.41667
Tommys Creek,148.61667,-20.85
Tommy Roundback,148.26666,-20.2
Tommy Creek,149.3,-25.23333
Tommy Creek,149.28333,-21.48333
Tommy Creek,140.6,-20.25
Tommy and Billy Ridge,149.93333,-31.26667
Tommoo Dam,148.56667,-28.65
Tommlins Creek,144.85,-22.96667
Tommies Creek,148.8,-24.86667
Tomlins Hill,150.75,-34.75
Tomkins Creek,150.48333,-26.1
Tomki Lagoons,153.2,-28.9
Tomki,153.13333,-28.86667
Tominion Creek,146.13333,-25.21667
Tomingley West,148.15,-32.58333
Tomingley Creek,148.03333,-32.53333
Tomingley,148.23333,-32.56667
Tominbildoon Tank,149.55,-31.35
Tominbildoon,149.55,-31.35
Tom Gully,150.8,-26.4
Mount Tomewin,153.38333,-28.23333
Tomewin,153.38333,-28.25
Tomerong Creek,150.63333,-35.1
Tomerong,150.5865,-35.05231
Tomcat Creek,146.4,-21.33333
Tombullen Swamp,146.15,-34.65
Tombuckle Mountain,149.18333,-31.33333
Tombstone Tank,144.25,-26.05
Tombstone Creek,146.1,-23.18333
Tombong Creek,148.98333,-36.86667
Tombong,148.91667,-36.91667
Tombilla,150.5,-27.51667
Tomalla Creek,151.56667,-31.8
Tomalla,151.46667,-31.85
Tomakin,150.18794,-35.82335
Tomahawk Tank,144.81667,-26.26667
Tomahawk Tank,145.06667,-25.06667
Tomahawk Creek,143.26667,-38.63333
Tomahawk Creek,150.15,-35.75
Tomahawk Creek,144.8,-26.25
Tomahawk Creek,145.2,-26.2
Tomahawk Creek,145.03333,-25.1
Tomahawk Creek,141.55,-23.25
Tomahawk Creek,147.63333,-23.1
Tomahawk Creek,145.98333,-22.26667
Tomahawk Creek,144.65,-22.16667
Tomahawk Creek,145.7,-19.1
Tomahawk Creek,143.33333,-38.46667
Tomahan Creek,150.15,-26.78333
Mount Tomah,150.41789,-33.5485
Tomago,151.73333,-32.83333
Tomaga River,150.18333,-35.83333
Mount Tom,151.68333,-24.36667
Mount Tom,151.14999,-24.15
Lake Tom,140.01518,-31.1933
Tolson Creek,151.66667,-24.3
Tolmies Creek,148.78333,-23.58333
Tolmies,148.71667,-23.6
Tolmie,146.23333,-36.93333
Tolmans Hill,147.3,-42.91667
Tolkuru Station,144.46667,-20.88333
Toliness Bore,146,-25.26667
Toliness,146.01667,-25.31667
Tolga,145.48333,-17.23333
Mount Tolbert,145.23333,-15.75
Tolbeenah Waterhole,144.36667,-25.36667
Tolarno,142.38333,-32.78333
Tokalon,146.15,-18.68333
Tokalee River,141.56667,-13.56667
Toganmain,145.61667,-34.46667
Toe Toe Creek,146.86667,-23.06667
Tods Hill,147.1,-42.08333
Tocumwal,145.56905,-35.81221
Tocal Creek,143.6,-23.86667
Tocal,151.58333,-32.61667
Tocal,143.51667,-23.75
Tobys Knob,149.83333,-26.25
Toby Creek,150.56667,-26.38333
Toby Creek,145.4,-20.08333
Toby Creek,142.35,-13.75
Mount Toby,148.85001,-21.1
Tobins Creek,152.25,-31.4
Tobin Island,142.34444,-10.10528
Tobias Spit,146.01667,-17.15
Tobermory,142.41667,-37.85
Tobermory,143.68333,-27.28333
Toallo Point,149.93333,-36.95
Tiverton,148.21667,-21.08333
Tittybong,143.36667,-35.76667
Titree Waterhole,146.7,-22.93333
Ti Tree Waterhole,140.66667,-17.81667
Ti Tree Lake,143.9,-34.73333
Ti Tree Creek,142.1,-37.23333
Ti Tree Creek,150.11667,-29.71667
Titi Creek,151.05,-25.55
Titheroo Creek,143.08333,-29
Titaatee Creek,152.11667,-32.01667
Tirtywinna Creek,142.63333,-27.78333
Tirroan,151.93333,-25.01667
Tirrill Creek,152.05,-31.58333
Tirrawarra Swamp,140.13333,-27.38333
Tirrannaville,149.68333,-34.81667
Tirranna,149.66667,-34.81667
Tirranna,149.68333,-34.83333
Tirrabella,145.21668,-17.91667
Mount Tiptree,145.60001,-17.06667
Tipton,151.25,-27.43333
Tipton,146.7,-23.26667
Tipsy Mountain,152.03333,-27.73333
Tipperary Creek,148.2,-23.1
Tippera Creek,142.56667,-27.83333
Tiparary Mountain,152.15,-32.06667
Tintinhull,151.01667,-31.1
Tintinara,140.05646,-35.8871
Tintinalogi,142.81667,-32.15
Mount Tin Tin,152.28333,-27.18333
Tintenbar,153.51667,-28.8
Tintaldra,147.93333,-36.05
Tintaburra,143.05,-27
Tintabilly Creek,141.58333,-13.56667
Tinsmith Island,149.20277,-20.69528
Tin-pot Creek,149.03333,-21.11667
Tinpot,149.86667,-36.21667
Tinowan,149.26667,-26.9
Tinonee Peak Island,149.83641,-21.65555
Tinonee,152.41425,-31.93634
Tinnenburra Bore,145.23333,-21.53333
Tinnenburra,145.56667,-28.73333
Lake Tinko,140.25082,-31.25946
Tin Kettle Island,148.14,-40.29
Tin Hut Waterhole,146.85,-22.51667
Tin Hut Creek,150.6,-28.33333
Tin Hut Creek,150.21667,-26.41667
Tinhare Creek,143.41667,-13.05
Tingoora,151.81667,-26.36667
Mount Tingi Ringi,148.68333,-37
Tingiringi,148.76667,-36.9
Tingha,151.21246,-29.95588
Tinga Tingana,140.16667,-28.8
Tingan Lagoon,150.25,-28.41667
Tingalpa Creek,153.2,-27.48333
Tinerta,149.4,-21.88333
Tineroo Bore,142.28333,-29.7
Tinegie Creek,149.11667,-30.51667
Tineen,148.73333,-26.51667
Tinebank,152.51667,-31.2
Tin Dish Bore,143.05,-20.28333
Tinderry Pic,149.2679,-35.6985
Tinderry Creek,149.23333,-35.96667
Tinderry Creek,149.35,-35.61667
Tinderra Tank,145.91667,-31.05
Tinderbox Bay,147.31667,-43.06667
Tinderbox,147.31667,-43.05
Tinda Mountain,146.8,-32.65
Mount Tindale,147.31667,-20.96667
Tinda Creek,146.85,-32.68333
Tin Can Inlet,153.03333,-25.88333
Tin Can Bay,153.00584,-25.91646
Tin Can Bay,153.02055,-25.8175
Tinborn Creek,148.16667,-26.1
Tinbinnah Holes,144.36667,-27
Tinbin Creek,144.25,-26.38333
Mount Tinbeerwah,152.96666,-26.38333
Tinaroo Range,145.56667,-17.13333
Tinaroo Creek,145.45,-17
Tinapagee,144.38333,-29.46667
Tinana Creek,152.71667,-25.53333
Tinamba,146.89139,-37.9625
Mount Tinagroo,150.7179,-31.8318
Tims Island,153.55119,-28.2152
Tim Shea,146.46001,-42.71
Mount Timothy,140.3187,-35.58889
Timor West,143.7,-36.96667
Timor Creek,151.08333,-31.75
Timor,143.71667,-37.01667
Timor,151.08333,-31.78333
Timor,148.5,-25.7
Timms Creek,145.23333,-42.48333
Timmering,144.91667,-36.36667
Tim Dunn,142.71667,-37.83333
Tim Creek,149.98333,-25.7
Timbumburi Creek,150.88333,-31.06667
Timbrebongie,148.25,-32.11667
Lake Timboram,143.04541,-35.32153
Timboon,142.98033,-38.48434
Timbillica,149.7,-37.36667
Timbery Range,149.03333,-36.58333
Timber Top,152.91667,-30.1
Timber Swamp,141.51667,-16.3
Timberoo South,142.13333,-35.21667
Timberoo,142.18333,-35.15
Timbered Hill,144.56667,-17.28333
Timbarra River,147.96667,-37.56667
Timbarra,152.18333,-29.01667
Timalldrie Creek,148,-32.86667
Timagog Creek,152.61667,-31
Til Til Tank,143.86667,-33.71667
Til Til,143.9,-33.66667
Tiltagoonah,144.81667,-31.31667
Tiltagara,144.88333,-31.85
Tilquin,147.5,-28.1
Tilpilly,144.33333,-31.31667
Tilparee Waterhole,140.36667,-28.43333
Tilpal Creek,150.16667,-22.81667
Mount Tilpal,150.25,-22.78333
Tilpal,150.13333,-22.8
Tilpa,144.4,-30.95
Till Shoal,150.18333,-21.95
Till Rock,150.15,-21.95
Tilligerry Creek,151.9,-32.76667
Tilimbi,151.61667,-32.58333
Tilgonda,151.85,-27.5
Tildesley River,148.21667,-37.78333
Tilcha Creek,140.88333,-29.63333
Tilcha,140.9,-29.6
Tilbuster,151.66667,-30.43333
Tilbrook Bank,145.51667,-15
Tilbooroo,145.15,-27.86667
Tilba Tilba,150.05,-36.31667
Tikkara Station,147.06667,-31.58333
Tikitere,150.31667,-29.03333
Tighes Well,146.86667,-25.43333
Tighe Spring,140.61667,-18.56667
Mount Tighe,144.14999,-25.06667
Tiggrigie Creek,149.43333,-25.76667
Tiger Waterhole,146.75,-22.88333
Tigers Camp Creek,147.23333,-32.3
Tiger Hill,147.7,-42.51667
Tiger Hill,145.43333,-18.01667
Tiger Creek,143.85,-21.08333
Tierawoomba,149.03333,-21.85
Tienga Creek,151.03333,-30.11667
Tiega,142.2,-35.06667
Tide Island,149.9402,-22.13801
Tide Island,151.22922,-23.80099
Tide Gauge Island,146.31694,-18.51694
Tidbinbilla River,148.96667,-35.43333
Tidbinbilla Range,148.88333,-35.43333
Tidbinbilla Peak,148.88333,-35.43333
Tidbinbilla,148.93333,-35.43333
Tidal River,146.31667,-39.03333
Tickerna Hill,140.7,-27.93333
Tickerabit,152.35,-32.46667
Tickerabang Creek,147.6,-25.2
Tickalara,142.21667,-28.66667
Tichbournes Bore,144.35,-21.75
Tichborne,148.11667,-33.21667
Ticehurst Bore,149.08333,-26.96667
Ticehurst,144.43333,-32.85
Tibrogargan Creek,153.01667,-26.93333
Mount Tibrogargan,152.95,-26.93333
Tibooburra,142.01016,-29.43391
Tiber Point,151.43333,-24
Lake Tiberias,147.36,-42.42
Tiberias,147.36667,-42.45
Mount Tibberoowuccum,152.93333,-26.93333
Tibbereenah,149.76667,-30.36667
Tibarri,141.3,-20.7
Tiarri,145,-32.81667
Tiaro,152.58266,-25.72606
Tia River,151.91667,-31.13333
Tiara Creek,151.83333,-31.08333
Mount Tianjara,150.30119,-35.1818
Tianjara,150.33333,-35.11667
Tia Falls,151.85,-31.15
Tia,151.83333,-31.2
Tia,151.73333,-31.31667
Thyra,144.65,-35.85
Thynne,152.11667,-25.18333
Thymania Creek,142.75,-22.81667
Thylungra,143.46667,-26.06667
Thursday Island,142.22028,-10.57889
Thurrulgoonia,145.91667,-28.71667
Thurra River,149.31667,-37.78333
Thurloo Downs,143.48333,-29.28333
Thurlby,146.18333,-26.36667
Thurla,142.1,-34.35
Thura Lagoon,143.36667,-15.88333
Thuraggi Lagoon,148.75,-28.08333
Thuraggi,148.76667,-28.06667
Thunder Creek,152.23333,-25.85
Thunderbolt Creek,145.16667,-22.36667
Thunderbolt Bore,145.33333,-22.15
Thunda Waterhole,143.1,-25.53333
Thunda Creek,142.91667,-25.6
Thunda,143.1,-25.5
Thums Creek Bore,143.26667,-20.55
Thums Creek,143.28333,-20.63333
The Thumbs,146.33333,-42.7
Three Thumbs,147.86056,-42.60306
The Thumb,146.28333,-18.35
Thulloo,146.75,-33.66667
Thulimbah,151.95,-28.55
