CityName,Lat,Lon,Country,ISO,Province,Capital,Population
Llandrindod Wells,52.2333,-3.3833,United Kingdom,GBR,Powys,admin,0
Northampton,52.25,-0.8833,United Kingdom,GBR,Northamptonshire,admin,0
Giffnock,55.8,-4.2833,United Kingdom,GBR,East Renfrewshire,admin,0
Newcastle,55.0004,-1.6,United Kingdom,GBR,Newcastle upon Tyne,admin,882000
Downpatrick,54.3269,-5.7113,United Kingdom,GBR,"Newry, Mourne and Down",admin,0
Coleraine,55.1349,-6.6687,United Kingdom,GBR,Causeway Coast and Glens,admin,0
Magherafelt,54.7543,-6.6094,United Kingdom,GBR,Mid Ulster,admin,0
Dungannon,54.5033,-6.7643,United Kingdom,GBR,Mid Ulster,admin,0
Cookstown,54.6428,-6.7452,United Kingdom,GBR,Mid Ulster,admin,0
Bangor,54.6617,-5.6654,United Kingdom,GBR,Ards and North Down,admin,0
Strabane,54.8224,-7.4684,United Kingdom,GBR,Derry and Strabane,admin,0
Londonderry,55.0004,-7.3333,United Kingdom,GBR,Derry and Strabane,admin,83652
Omagh,54.6,-7.3,United Kingdom,GBR,Fermanagh and Omagh,admin,21056
Enniskillen,54.3466,-7.6411,United Kingdom,GBR,Fermanagh and Omagh,admin,0
Ballymena,54.8612,-6.2763,United Kingdom,GBR,Mid and East Antrim,admin,0
Banbridge,54.3509,-6.267,United Kingdom,GBR,"Armagh, Banbridge and Craigavon",admin,0
Armagh,54.3481,-6.6496,United Kingdom,GBR,"Armagh, Banbridge and Craigavon",admin,0
Newtownabbey,54.6691,-5.9044,United Kingdom,GBR,Antrim and Newtownabbey,admin,0
Craigavon,54.4497,-6.3646,United Kingdom,GBR,"Armagh, Banbridge and Craigavon",admin,0
Antrim,54.7129,-6.2085,United Kingdom,GBR,Antrim and Newtownabbey,admin,0
Newry,54.178,-6.3381,United Kingdom,GBR,"Newry, Mourne and Down",admin,0
Lisburn,54.5099,-6.0404,United Kingdom,GBR,Lisburn and Castlereagh,admin,0
Belfast,54.5968,-5.9254,United Kingdom,GBR,Belfast,admin,0
Belfast,54.6,-5.96,United Kingdom,GBR,Belfast,,450406
Usk,51.7025,-2.9042,United Kingdom,GBR,Monmouthshire,admin,0
Saint George's,12.0526,-61.7416,Grenada,GRD,Saint George,primary,33734
Poti,42.1557,41.6716,Georgia,GEO,,,47149
Tbilisi,41.725,44.7908,Georgia,GEO,,primary,1100000
Rustavi,41.5704,45.05,Georgia,GEO,,,157063
Tskhinvali,42.2325,43.975,Georgia,GEO,,,38502
Rustavi,42.2897,43.8543,Georgia,GEO,Kvemo Kartli,admin,0
Sukhumi,43.02,41.02,Georgia,GEO,Abkhazia,admin,81546
Zugdidi,42.5088,41.8709,Georgia,GEO,Samegrelo-Zemo Svaneti,admin,0
Gori,41.9842,44.1158,Georgia,GEO,Shida Kartli,admin,0
Batumi,41.6,41.63,Georgia,GEO,Ajaria,admin,155542
Akhaltsikhe,41.639,42.9826,Georgia,GEO,Samtskhe-Javakheti,admin,0
Mtskheta,41.8451,44.7188,Georgia,GEO,Mtskheta Mtianeti,admin,0
Telavi,41.9198,45.4732,Georgia,GEO,K’akheti,admin,0
Ozurgeti,41.9244,42.0068,Georgia,GEO,Guria,admin,0
Kutaisi,42.25,42.73,Georgia,GEO,Imereti,admin,183945
Ambrolauri,42.5211,43.1622,Georgia,GEO,Rach’a-Lechkhumi da Kvemo Svaneti,admin,0
Cayenne,4.933,-52.33,French Guiana,GUF,,admin,61550
Kourou,5.16,-52.6499,French Guiana,GUF,,minor,24029
Roura,4.73,-52.33,French Guiana,GUF,,minor,2229
Sinnamary,5.38,-52.96,French Guiana,GUF,,minor,3180
Iracoubo,5.4804,-53.22,French Guiana,GUF,,minor,1536
Saint-Georges,3.9105,-51.81,French Guiana,GUF,,minor,2742
Saint-Laurent-du-Maroni,5.4976,-54.0325,French Guiana,GUF,,minor,24287
Saint Peter Port,49.4561,-2.5408,Guernsey,GGY,,primary,0
Ho,6.6004,0.47,Ghana,GHA,Volta,admin,93044
Bolgatanga,10.7904,-0.85,Ghana,GHA,Upper East,admin,82177
Yendi,9.4337,-0.0167,Ghana,GHA,,,42972
Tamale,9.4004,-0.84,Ghana,GHA,Northern,admin,360579
Sunyani,7.336,-2.336,Ghana,GHA,Brong-Ahafo,admin,70299
Berekum,7.4504,-2.59,Ghana,GHA,,,46287
Kumasi,6.69,-1.63,Ghana,GHA,Ashanti,admin,1646000
Wa,10.0604,-2.5,Ghana,GHA,Upper West,admin,78107
Cape Coast,5.1104,-1.25,Ghana,GHA,Central,admin,143015
Sekondi,4.9433,-1.704,Ghana,GHA,Western,admin,286248
Bawku,11.0604,-0.24,Ghana,GHA,Upper East,,73594
Nkawkaw,6.5505,-0.78,Ghana,GHA,,,62667
Koforidua,6.0904,-0.26,Ghana,GHA,Eastern,admin,156653
Winneba,5.3504,-0.63,Ghana,GHA,,,44254
Accra,5.55,-0.2167,Ghana,GHA,Greater Accra,primary,2121000
Tema,5.6404,0.01,Ghana,GHA,Greater Accra,,209000
Obuasi,6.1904,-1.66,Ghana,GHA,Ashanti,,180117
Gibraltar,36.1324,-5.3781,Gibraltar,GIB,,primary,187083
Nord,81.7166,-17.8,Greenland,GRL,,,10
Sisimiut,66.95,-53.6666,Greenland,GRL,Qeqqata,admin,5227
Qaqortoq,60.7289,-46.0364,Greenland,GRL,Kujalleq,admin,3224
Ilulissat,69.2167,-51.1,Greenland,GRL,Qaasuitsup,admin,4413
Savissivik,76.0195,-65.1125,Greenland,GRL,Qaasuitsup,,66
Tasiilaq,65.6019,-37.6337,Greenland,GRL,Sermersooq,,1829
Qaanaaq,77.4835,-69.3322,Greenland,GRL,Qaasuitsup,,616
Ittoqqortoormiit,70.4834,-21.9667,Greenland,GRL,Sermersooq,,469
Kulusuk,65.5666,-37.1833,Greenland,GRL,Sermersooq,,286
Timmiarmiut,62.5333,-42.2167,Greenland,GRL,Kujalleq,,10
Qeqertasuaq,69.2442,-53.5652,Greenland,GRL,Qaasuitsup,,10
Narsarsuaq,61.1666,-45.4166,Greenland,GRL,Kujalleq,,145
Kullorsuaq,74.5781,-57.225,Greenland,GRL,Qaasuitsup,,450
Paamiut,62.0041,-49.6351,Greenland,GRL,Sermersooq,,1862
Tasiusaq,73.369,-56.0598,Greenland,GRL,Qaasuitsup,,250
Upernavik,72.7094,-56.1417,Greenland,GRL,Qaasuitsup,,1129
Qasigiannguit,68.8193,-51.1785,Greenland,GRL,Qaasuitsup,,1341
Kangersuatsiaq,72.3796,-55.5491,Greenland,GRL,Qaasuitsup,,200
Nuussuaq,74.121,-57.0674,Greenland,GRL,Qaasuitsup,,204
Uummannaq,70.675,-52.1229,Greenland,GRL,Qaasuitsup,,1299
Nuuk,64.1983,-51.7327,Greenland,GRL,Sermersooq,primary,14798
Bansang,13.4336,-14.65,"Gambia, The",GMB,Central River,,7615
Banjul,13.4539,-16.5917,"Gambia, The",GMB,Banjul,primary,43094
Basse Santa Su,13.31,-14.223,"Gambia, The",GMB,Upper River,admin,14380
Brikama,13.2804,-16.6599,"Gambia, The",GMB,Western,admin,195136
Georgetown,13.551,-14.767,"Gambia, The",GMB,Central River,admin,3584
Kerewan,13.494,-16.095,"Gambia, The",GMB,North Bank,admin,2751
Mansa Konko,13.3773,-15.6786,"Gambia, The",GMB,Lower River,admin,18672
Kanifing,13.4464,-16.6744,"Gambia, The",GMB,,admin,0
Conakry,9.5315,-13.6802,Guinea,GIN,Conakry,primary,1494000
Faranah,10.0404,-10.75,Guinea,GIN,Faranah,admin,19469
Kankan,10.39,-9.31,Guinea,GIN,Kankan,admin,114009
Labe,11.32,-12.3,Guinea,GIN,Labé,admin,140575
Boke,10.94,-14.3,Guinea,GIN,Boké,admin,116270
Mamou,10.3804,-12.1,Guinea,GIN,Mamou,admin,71153
Kindia,10.06,-12.87,Guinea,GIN,Kindia,admin,117062
Kamsar,10.6854,-14.605,Guinea,GIN,Boké,,34973
Nzerekore,7.76,-8.83,Guinea,GIN,N’Zérékoré,admin,168121
Fria,10.3804,-13.55,Guinea,GIN,Boké,minor,23729
Forecariah,9.43,-13.098,Guinea,GIN,Kindia,minor,12358
Yomou,7.5704,-9.27,Guinea,GIN,N’Zérékoré,minor,3614
Tongue,11.44,-11.67,Guinea,GIN,Labé,minor,25531
Telimele,10.905,-13.043,Guinea,GIN,Kindia,minor,30311
Siguiri,11.4171,-9.1666,Guinea,GIN,Kankan,minor,50159
Pita,11.08,-12.401,Guinea,GIN,Mamou,minor,20052
Mali,12.084,-12.301,Guinea,GIN,Labé,minor,5479
Macenta,8.5504,-9.48,Guinea,GIN,N’Zérékoré,minor,43102
Kouroussa,10.653,-9.892,Guinea,GIN,Kankan,minor,14223
Koundara,12.48,-13.296,Guinea,GIN,Boké,minor,13990
Kissidougou,9.1905,-10.12,Guinea,GIN,Faranah,minor,66815
Kerouane,9.2704,-9.02,Guinea,GIN,Kankan,minor,15406
Gueckedou,8.554,-10.151,Guinea,GIN,N’Zérékoré,minor,221715
Gaoual,11.754,-13.213,Guinea,GIN,Boké,minor,7461
Dinguiraye,11.299,-10.726,Guinea,GIN,Faranah,minor,6062
Dabola,10.748,-11.109,Guinea,GIN,Faranah,minor,13057
Boffa,10.185,-14.043,Guinea,GIN,Boké,minor,2332
Beyla,8.687,-8.657,Guinea,GIN,N’Zérékoré,minor,13204
Dalaba,10.656,-12.272,Guinea,GIN,Mamou,minor,6349
Basse-Terre,16,-61.7167,Guadeloupe,GLP,,admin,0
Pointe-a-Pitre,16.2415,-61.533,Guadeloupe,GLP,,,145511
Basse-terre,16.2304,-61.44,Guadeloupe,GLP,,,307
Malabo,3.75,8.7833,Equatorial Guinea,GNQ,Bioko Norte,primary,155963
Pale,-1.4014,5.6325,Equatorial Guinea,GNQ,Annobón,admin,0
Evinayong,1.45,10.5667,Equatorial Guinea,GNQ,Centro Sur,admin,8462
Mongomo,1.6337,11.3166,Equatorial Guinea,GNQ,Wele-Nzas,admin,6560
Bata,1.87,9.77,Equatorial Guinea,GNQ,Litoral,admin,173046
Ebebiyin,2.1511,11.3353,Equatorial Guinea,GNQ,Kié-Ntem,admin,0
Calatrava,1.1164,9.4186,Equatorial Guinea,GNQ,,,628
Luba,3.45,8.55,Equatorial Guinea,GNQ,Bioko Sur,admin,8655
Komatini,41.1333,25.4167,Greece,GRC,Anatolikí Makedonía kai Thráki,admin,45631
Athens,37.9833,23.7333,Greece,GRC,Attikí,primary,3242000
Ermoupoli,37.4504,24.9333,Greece,GRC,Notío Aigaío,admin,12260
Patra,38.23,21.73,Greece,GRC,Dytikí Elláda,admin,163360
Lamia,38.899,22.434,Greece,GRC,Stereá Elláda,admin,47246
Tripoli,37.5091,22.3794,Greece,GRC,Peloponnísos,admin,28970
Mitilini,39.1104,26.5546,Greece,GRC,Voreío Aigaío,admin,29328
Hania,35.5122,24.0156,Greece,GRC,Kríti,minor,78728
Sitia,35.2004,26.0986,Greece,GRC,Kríti,minor,8833
Seres,41.086,23.5497,Greece,GRC,Kentrikí Makedonía,minor,55886
Iraklio,35.325,25.1305,Greece,GRC,Kríti,admin,137154
Polygyros,40.381,23.453,Greece,GRC,Kentrikí Makedonía,minor,5258
Thessaloniki,40.6961,22.885,Greece,GRC,Kentrikí Makedonía,admin,828000
Xanthi,41.1418,24.8836,Greece,GRC,Anatolikí Makedonía kai Thráki,minor,50570
Kerkira,39.6154,19.9147,Greece,GRC,Ionía Nísia,admin,38517
Kavala,40.9412,24.4018,Greece,GRC,Anatolikí Makedonía kai Thráki,minor,59240
Kozani,40.3007,21.789,Greece,GRC,Dytikí Makedonía,admin,0
Alexandroupoli,40.8486,25.8744,Greece,GRC,Anatolikí Makedonía kai Thráki,minor,52979
Katerini,40.2723,22.5025,Greece,GRC,Kentrikí Makedonía,minor,53293
Ioanina,39.6679,20.8509,Greece,GRC,Ípeiros,admin,86304
Volos,39.37,22.95,Greece,GRC,Thessalía,minor,110632
Larissa,39.6304,22.42,Greece,GRC,Thessalía,admin,128758
Piraievs,37.95,23.7,Greece,GRC,Attikí,minor,466065
Agrinio,38.6218,21.4077,Greece,GRC,Dytikí Elláda,minor,75233
Pirgos,37.6837,21.45,Greece,GRC,Dytikí Elláda,minor,22399
Chalkida,38.464,23.6124,Greece,GRC,Stereá Elláda,minor,71842
Sparti,37.0737,22.4297,Greece,GRC,Peloponnísos,minor,16187
Kalamata,37.0389,22.1142,Greece,GRC,Peloponnísos,minor,71823
Hios,38.3681,26.1358,Greece,GRC,Voreío Aigaío,minor,26891
Rodos,36.4412,28.2225,Greece,GRC,Notío Aigaío,minor,56969
Kos,36.8937,27.2888,Greece,GRC,Notío Aigaío,minor,19244
Grytviken,-54.2806,-36.508,South Georgia And South Sandwich Islands,SGS,,,99
San Jose,13.9397,-90.82,Guatemala,GTM,Escuintla,,18655
Mazatenango,14.5304,-91.51,Guatemala,GTM,Suchitepéquez,admin,64652
Cuilapa,14.279,-90.298,Guatemala,GTM,Santa Rosa,admin,16484
Coban,15.47,-90.38,Guatemala,GTM,Alta Verapaz,admin,65194
Jutiapa,14.29,-89.9,Guatemala,GTM,Jutiapa,admin,50681
Retalhuleu,14.5371,-91.677,Guatemala,GTM,Retalhuleu,admin,36656
Livingston,15.8307,-88.7562,Guatemala,GTM,Izabal,minor,14350
San Luis,16.2,-89.44,Guatemala,GTM,Petén,minor,132470
San Marcos,14.966,-91.8,Guatemala,GTM,San Marcos,admin,25088
Flores,16.9337,-89.8833,Guatemala,GTM,Petén,admin,38035
Escuintla,14.3004,-90.78,Guatemala,GTM,Escuintla,admin,107638
Salama,15.103,-90.314,Guatemala,GTM,Baja Verapaz,admin,40000
Chiquimula,14.797,-89.544,Guatemala,GTM,Chiquimula,admin,41521
Chimaltenango,14.662,-90.82,Guatemala,GTM,Chimaltenango,admin,82370
El Progreso,14.85,-90.0167,Guatemala,GTM,El Progreso,admin,147197
Antigua Guatemala,14.5667,-90.7333,Guatemala,GTM,Sacatepéquez,admin,39368
Jalapa,14.633,-89.989,Guatemala,GTM,Jalapa,admin,45834
Quetzaltenango,14.83,-91.52,Guatemala,GTM,Quetzaltenango,admin,575263
Puerto Barrios,15.7175,-88.5927,Guatemala,GTM,Izabal,admin,56605
Totonicapan,14.914,-91.358,Guatemala,GTM,Totonicapán,admin,69734
Zacapa,14.972,-89.529,Guatemala,GTM,Zacapa,admin,36088
Solola,14.773,-91.183,Guatemala,GTM,Sololá,admin,45373
Guatemala,14.6211,-90.527,Guatemala,GTM,Guatemala,primary,1024000
La Libertad,16.7804,-90.12,Guatemala,GTM,Petén,minor,8646
Huehuetenango,15.3204,-91.47,Guatemala,GTM,Huehuetenango,admin,85992
Santa Cruz Del Quiche,15.0333,-91.1333,Guatemala,GTM,Quiché,admin,23618
Fulacunda,11.773,-15.195,Guinea-Bissau,GNB,,,1311
Farim,12.493,-15.227,Guinea-Bissau,GNB,Oio,admin,6792
Bafata,12.167,-14.666,Guinea-Bissau,GNB,Bafatá,admin,29704
Bissau,11.865,-15.5984,Guinea-Bissau,GNB,Bissau,primary,403339
Bolama,11.583,-15.4828,Guinea-Bissau,GNB,Bolama/Bijagós,admin,10769
Buba,11.5889,-14.9958,Guinea-Bissau,GNB,Quinara,admin,0
Cacheu,12.269,-16.165,Guinea-Bissau,GNB,Cacheu,admin,10490
Catio,11.2167,-15.1667,Guinea-Bissau,GNB,Tombali,admin,9898
Gabu,12.28,-14.234,Guinea-Bissau,GNB,Gabú,admin,14430
Quinhamel,11.8869,-15.8556,Guinea-Bissau,GNB,Biombo,admin,0
Corriverton,5.9,-57.17,Guyana,GUY,East Berbice-Corentyne,,12000
Georgetown,6.802,-58.167,Guyana,GUY,Demerara-Mahaica,primary,264350
Fort Wellington,6.3909,-57.6038,Guyana,GUY,Mahaica-Berbice,admin,0
Bartica,6.4104,-58.63,Guyana,GUY,Cuyuni-Mazaruni,admin,11524
New Amsterdam,6.25,-57.53,Guyana,GUY,East Berbice-Corentyne,admin,46874
Mabaruma,8.2,-59.78,Guyana,GUY,Barima-Waini,admin,2972
Vreed-en-Hoop,6.8093,-58.198,Guyana,GUY,Essequibo Islands-West Demerara,admin,0
Mahdia,5.2667,-59.15,Guyana,GUY,Potaro-Siparuni,admin,0
Linden,5.99,-58.27,Guyana,GUY,Upper Demerara-Berbice,admin,44690
Lethem,3.39,-59.8,Guyana,GUY,Upper Takutu-Upper Essequibo,admin,352
Anna Regina,7.2704,-58.5001,Guyana,GUY,Pomeroon-Supenaam,,3113
Anna Regina,7.2635,-58.4804,Guyana,GUY,Pomeroon-Supenaam,admin,0
Ituni,5.43,-58.25,Guyana,GUY,Upper Demerara-Berbice,,100
Hong Kong,22.305,114.185,Hong Kong,HKG,,,7206000
Tegucigalpa,14.102,-87.2175,Honduras,HND,Francisco Morazán,primary,946000
Yoro,15.06,-87.29,Honduras,HND,Yoro,,15774
Brus Laguna,15.7504,-84.48,Honduras,HND,Gracias a Dios,,4067
La Ceiba,15.7631,-86.797,Honduras,HND,Atlántida,admin,145926
Choluteca,13.3007,-87.1908,Honduras,HND,Choluteca,admin,99429
Trujillo,15.9104,-85.96,Honduras,HND,Colón,admin,9646
Comayagua,14.4604,-87.65,Honduras,HND,Comayagua,admin,71142
Santa Rosa de Copan,14.77,-88.78,Honduras,HND,Copán,admin,35529
San Pedro Sula,15.5,-88.03,Honduras,HND,Cortés,admin,680091
Yuscaran,13.944,-86.851,Honduras,HND,El Paraíso,admin,2371
Puerto Lempira,15.262,-83.7716,Honduras,HND,Gracias a Dios,admin,4856
La Esperanza,14.333,-88.1667,Honduras,HND,Intibucá,admin,5318
Roatan,16.33,-86.519,Honduras,HND,Islas de la Bahía,admin,7514
La Paz,14.32,-87.684,Honduras,HND,La Paz,admin,17555
Gracias,14.5833,-88.5833,Honduras,HND,Lempira,admin,7909
Nueva Ocotepeque,14.437,-89.182,Honduras,HND,Ocotepeque,admin,8780
Juticalpa,14.6704,-86.23,Honduras,HND,Olancho,admin,37442
Santa Barbara,14.919,-88.236,Honduras,HND,Santa Bárbara,admin,15119
Nacaome,13.53,-87.49,Honduras,HND,Valle,admin,47000
Yoro,15.1375,-87.1278,Honduras,HND,Yoro,admin,0
Sibenik,43.7272,15.9058,Croatia,HRV,Šibensko-Kninska Županija,admin,37112
Slavonski Brod,45.1603,18.0156,Croatia,HRV,Brodsko-Posavska Županija,admin,97718
Pozega,45.3403,17.6853,Croatia,HRV,Požeško-Slavonska Županija,admin,0
Virovitica,45.8319,17.3839,Croatia,HRV,Virovitičko-Podravska Županija,admin,0
Rijeka,45.33,14.45,Croatia,HRV,Primorsko-Goranska Županija,admin,170992
Krapina,46.1608,15.8789,Croatia,HRV,Krapinsko-Zagorska Županija,admin,0
Dubrovnik,42.6609,18.0914,Croatia,HRV,Dubrovačko-Neretvanska Županija,admin,36994
Sisak,45.4661,16.3783,Croatia,HRV,Sisačko-Moslavačka Županija,admin,0
Osijek,45.5504,18.68,Croatia,HRV,Osječko-Baranjska Županija,admin,95077
Koprivnica,46.1628,16.8275,Croatia,HRV,Koprivničko-Križevačka Županija,admin,0
Cakovec,46.3844,16.4339,Croatia,HRV,Međimurska Županija,admin,0
Vukovar,45.3433,18.9997,Croatia,HRV,Vukovarsko-Srijemska Županija,admin,0
Zadar,44.1201,15.2623,Croatia,HRV,Zadarska Županija,admin,71258
Gospic,44.5461,15.3747,Croatia,HRV,Ličko-Senjska Županija,admin,0
Varazdin,46.3044,16.3378,Croatia,HRV,Varaždinska Županija,admin,0
Split,43.5204,16.47,Croatia,HRV,Splitsko-Dalmatinska Županija,admin,214741
Pazin,45.2403,13.9367,Croatia,HRV,Istarska Županija,admin,0
Zagreb,45.8,16,Croatia,HRV,"Zagreb, Grad",primary,722526
Karlovac,45.4872,15.5478,Croatia,HRV,Karlovačka Županija,admin,55063
Bjelovar,45.8986,16.8489,Croatia,HRV,Bjelovarsko-Bilogorska Županija,admin,0
Pula,44.8687,13.8481,Croatia,HRV,Istarska Županija,minor,61599
Port-au-Prince,18.541,-72.336,Haiti,HTI,Ouest,primary,1998000
Port-De-Paix,19.9318,-72.8295,Haiti,HTI,Nord-Ouest,admin,34657
Cap-Haitien,19.7592,-72.2125,Haiti,HTI,Nord,admin,281487
Gonaives,19.4504,-72.6832,Haiti,HTI,Artibonite,admin,166678
Hinche,19.143,-72.004,Haiti,HTI,Centre,admin,18590
Fort-Liberte,19.6656,-71.8448,Haiti,HTI,Nord-Est,admin,11465
Jacmel,18.235,-72.537,Haiti,HTI,Sud-Est,admin,33563
Miragoane,18.4411,-73.0883,Haiti,HTI,Nippes,admin,0
Les Cayes,18.2004,-73.75,Haiti,HTI,Sud,admin,175457
Jeremie,18.6339,-74.1184,Haiti,HTI,Grand’Anse,admin,30917
Szolnok,47.1864,20.1794,Hungary,HUN,Jász-Nagykun-Szolnok,admin,109261
Hodmezovasarhely,46.4167,20.3333,Hungary,HUN,Csongrád,admin,0
Nagykanizsa,46.5142,16.9717,Hungary,HUN,Zala,admin,0
Nyiregyhaza,47.9653,21.7187,Hungary,HUN,Szabolcs-Szatmár-Bereg,admin,176880
Budapest,47.5,19.0833,Hungary,HUN,Budapest,primary,1679000
Bekescsaba,46.672,21.101,Hungary,HUN,Békés,admin,65206
Eger,46.4,17.5833,Hungary,HUN,Somogy,admin,0
Zalaegerszeg,46.844,16.84,Hungary,HUN,Zala,admin,61898
Szeged,46.2504,20.15,Hungary,HUN,Szeged,admin,187765
Kaposvar,46.367,17.8,Hungary,HUN,Somogy,admin,108528
Sopron,47.6833,16.6,Hungary,HUN,Győr-Moson-Sopron,admin,0
Kecskemet,46.9,19.7,Hungary,HUN,Bács-Kiskun,admin,113895
Debrecen,47.5305,21.63,Hungary,HUN,Debrecen,admin,231286
Miskolc,48.1004,20.78,Hungary,HUN,Miskolc,admin,247757
Szombathely,47.2253,16.6287,Hungary,HUN,Vas,admin,109518
Dunaujvaros,46.9807,18.9327,Hungary,HUN,Fejér,admin,0
Veszprem,47.091,17.911,Hungary,HUN,Veszprém,admin,62023
Salgotarjan,48.105,19.826,Hungary,HUN,Nógrád,admin,39640
Szekesfehervar,47.1947,18.4081,Hungary,HUN,Fejér,admin,144319
Gyor,47.7004,17.63,Hungary,HUN,Győr,admin,136081
Tatabanya,47.55,18.433,Hungary,HUN,Komárom-Esztergom,admin,70541
Pecs,46.0804,18.22,Hungary,HUN,Pécs,admin,186262
Szekszard,46.344,18.713,Hungary,HUN,Tolna,admin,34174
Eger,47.895,20.383,Hungary,HUN,Heves,admin,56647
Vac,47.7837,19.1332,Hungary,HUN,Pest,minor,35293
Sukabumi,-6.9096,106.9,Indonesia,IDN,Jawa Barat,,276414
Surakarta,-7.565,110.825,Indonesia,IDN,Jawa Tengah,,555308
Bogor,-6.57,106.75,Indonesia,IDN,Jawa Barat,,918000
Magelang,-7.4696,110.18,Indonesia,IDN,Jawa Tengah,,111461
Majene,-3.5336,118.966,Indonesia,IDN,Sulawesi Barat,minor,272377
Ende,-8.8623,121.6489,Indonesia,IDN,Nusa Tenggara Timur,minor,77205
Maumere,-8.6189,122.2123,Indonesia,IDN,Nusa Tenggara Timur,minor,104285
Kediri,-7.7896,112,Indonesia,IDN,Jawa Timur,,235143
Sibolga,1.75,98.8,Indonesia,IDN,Sumatera Utara,,217312
Binjai,3.6204,98.5001,Indonesia,IDN,Sumatera Utara,,564979
Tebingtinggi,3.3304,99.13,Indonesia,IDN,Sumatera Utara,,268043
Lhokseumawe,5.1914,97.1415,Indonesia,IDN,Aceh,,140322
Bekasi,-6.2173,106.9723,Indonesia,IDN,Jawa Barat,,2378211
Malang,-7.98,112.61,Indonesia,IDN,Jawa Timur,,805000
Pakalongan,-6.8796,109.67,Indonesia,IDN,Jawa Tengah,,272000
Madiun,-7.6346,111.515,Indonesia,IDN,Jawa Timur,,186099
Tegal,-6.8696,109.12,Indonesia,IDN,Jawa Tengah,,237084
Cirebon,-6.7333,108.5666,Indonesia,IDN,Jawa Barat,,254298
Medan,3.58,98.65,Indonesia,IDN,Sumatera Utara,admin,2115000
Salatiga,-7.3095,110.4901,Indonesia,IDN,Jawa Tengah,,176000
Poso,-1.3896,120.76,Indonesia,IDN,Sulawesi Tengah,minor,47110
Surabaya,-7.2492,112.7508,Indonesia,IDN,Jawa Timur,admin,2845000
Jakarta,-6.1744,106.8294,Indonesia,IDN,Jakarta,primary,9125000
Pematangsiantar,2.9614,99.0615,Indonesia,IDN,Sumatera Utara,,341200
Probolinggo,-7.7496,113.15,Indonesia,IDN,Jawa Timur,,181656
Pasuruan,-7.6296,112.9,Indonesia,IDN,Jawa Timur,,500000
Mojokerto,-7.4696,112.43,Indonesia,IDN,Jawa Timur,,112557
Baubau,-5.4699,122.6163,Indonesia,IDN,Sulawesi Tenggara,,24412
Parepare,-4.0167,119.6333,Indonesia,IDN,Sulawesi Selatan,,87776
Blitar,-8.0696,112.15,Indonesia,IDN,Jawa Timur,,132416
Watampone,-4.5328,120.3334,Indonesia,IDN,Sulawesi Selatan,minor,81629
Raba,-8.45,118.7666,Indonesia,IDN,Nusa Tenggara Barat,minor,106101
Tuban,-6.8995,112.05,Indonesia,IDN,Jawa Timur,minor,76242
Pati,-6.7415,111.0347,Indonesia,IDN,Jawa Tengah,minor,122785
Kotabumi,-4.8333,104.9,Indonesia,IDN,Lampung,minor,42366
Denpasar,-8.65,115.22,Indonesia,IDN,Bali,admin,732344
Kuta,-8.7151,115.1841,Indonesia,IDN,Bali,,30012
Biak,-1.1615,136.0485,Indonesia,IDN,Papua,minor,103610
Perabumulih,-3.4432,104.2315,Indonesia,IDN,Sumatera Selatan,minor,103470
Sungaipenuh,-2.0631,101.3964,Indonesia,IDN,Jambi,,95913
Manado,1.48,124.85,Indonesia,IDN,Sulawesi Utara,admin,451893
Timika,-4.5496,136.89,Indonesia,IDN,Papua,,26021
Amahai,-3.3281,128.9405,Indonesia,IDN,Maluku,minor,47653
Telukbutun,4.217,108.2,Indonesia,IDN,Kepulauan Riau,,140
Sampit,-2.5329,112.95,Indonesia,IDN,Kalimantan Tengah,minor,92710
Martapura,-3.4135,114.8365,Indonesia,IDN,Kalimantan Selatan,minor,198239
Jambi,-1.59,103.61,Indonesia,IDN,Jambi,admin,457090
Tanjungpandan,-2.75,107.65,Indonesia,IDN,Kepulauan Bangka Belitung,minor,62374
Sumenep,-7.0049,113.8496,Indonesia,IDN,Jawa Timur,minor,84656
Tarakan,3.3,117.633,Indonesia,IDN,Kalimantan Utara,,193069
Sorong,-0.8554,131.285,Indonesia,IDN,Papua Barat,,125535
Singkawang,0.912,108.9655,Indonesia,IDN,Kalimantan Barat,,248012
Bukittinggi,-0.3031,100.3615,Indonesia,IDN,Sumatera Barat,,506964
Tasikmalaya,-7.3254,108.2147,Indonesia,IDN,Jawa Barat,,271143
Sawahlunto,-0.6663,100.7833,Indonesia,IDN,Sumatera Barat,,50354
Langsa,4.6736,97.9664,Indonesia,IDN,Aceh,,117256
Ruteng,-8.6118,120.4698,Indonesia,IDN,Nusa Tenggara Timur,minor,53976
Merauke,-8.4932,140.4018,Indonesia,IDN,Papua,minor,34412
Banyuwangi,-8.195,114.3696,Indonesia,IDN,Jawa Timur,minor,172424
Jember,-8.1727,113.6873,Indonesia,IDN,Jawa Timur,minor,298585
Nabire,-3.3515,135.5134,Indonesia,IDN,Papua,minor,43898
Lahat,-3.8,103.5333,Indonesia,IDN,Sumatera Selatan,minor,65906
Cilacap,-7.7188,109.0154,Indonesia,IDN,Jawa Tengah,minor,1174964
Indramayu,-6.3356,108.319,Indonesia,IDN,Jawa Barat,minor,123263
Praya,-8.7223,116.2923,Indonesia,IDN,Nusa Tenggara Barat,minor,35183
